Symbol,Description,GICS sector,Category1,Category2,Category3,Market Cap,Average Volume,Actions,Industry,,,,,,,,,
LBRDK,Liberty Broadband Corp Series C,Communication Services,US Equity,Common stocks,Large cap,12485070504,"1,618,419",Analyze,Entertainment,,,,,,,,,
PARA,Paramount Global - Class B,Communication Services,US Equity,Common stocks,Large cap,11881020847,"13,449,165",Analyze,Entertainment,,,,,,,,,
PARAA,Paramount Global - Class A,Communication Services,US Equity,Common stocks,Large cap,11881020847,"81,869",Analyze,Entertainment,,,,,,,,,
LBTYA,Liberty Global Plc Class A,Communication Services,US Equity,Common stocks,Mid cap,8957387905,"1,888,764",Analyze,Entertainment,,,,,,,,,
LBTYB,Liberty Global Plc Class B,Consumer Discretionary,US Equity,Common stocks,Mid cap,8957387905,468,Analyze,Entertainment,,,,,,,,,
LBTYK,Liberty Global Plc Class C,Communication Services,US Equity,Common stocks,Mid cap,8957387905,"1,689,476",Analyze,Entertainment,,,,,,,,,
DISH,Dish Network Corp Class A,Communication Services,US Equity,Common stocks,Mid cap,7668704547,"3,527,910",Analyze,Entertainment,,,,,,,,,
ROKU,Roku Class A,Communication Services,US Equity,Common stocks,Mid cap,6238443776,"6,487,695",Analyze,Entertainment,,,,,,,,,
EDR,"Endeavor Group Holdings, Inc.",Communication Services,US Equity,Common stocks,Mid cap,6167622563,"1,356,297",Analyze,Entertainment,,,,,,,,,
WMG,Warner Music Group Corp. - Class A,Communication Services,US Equity,Common stocks,Mid cap,4562015477,"1,433,251",Analyze,Entertainment,,,,,,,,,
DLB,Dolby Laboratories Inc Class A,Information Technology,US Equity,Common stocks,Mid cap,4439492709,"467,378",Analyze,Entertainment,,,,,,,,,
AMC,AMC Entertainment Holdings Inc Class A,Communication Services,US Equity,Common stocks,Mid cap,3589084559,"32,841,147",Analyze,Entertainment,,,,,,,,,
WWE,World Wrestling Entertainment Inc,Communication Services,US Equity,Common stocks,Mid cap,3370909282,"566,268",Analyze,Entertainment,,,,,,,,,
MSGS,Madison Square Garden Sports Corp. Class A,Communication Services,US Equity,Common stocks,Mid cap,3209222807,"174,178",Analyze,Entertainment,,,,,,,,,
LGF.A,Lions Gate Entertainment Corporation  Class A,Communication Services,US Equity,Common stocks,Small cap,1519238727,"1,272,557",Analyze,Entertainment,,,,,,,,,
LGF.B,Lions Gate Entertainment Corporation Class B Non-Voting,Communication Services,US Equity,Common stocks,Small cap,1519238727,"1,178,886",Analyze,Entertainment,,,,,,,,,
CNK,Cinemark Holdings Inc,Communication Services,US Equity,Common stocks,Small cap,1518558910,"2,654,450",Analyze,Entertainment,,,,,,,,,
BOWL,Bowlero Corp. Class A,Consumer Discretionary,US Equity,Common stocks,Small cap,1447000014,"991,570",Analyze,Entertainment,,,,,,,,,
MSGE,Madison Square Garden Entertainment Corp. Class A,Communication Services,US Equity,Common stocks,Small cap,1352043532,"265,526",Analyze,Entertainment,,,,,,,,,
IMAX,Imax Corp,Communication Services,US Equity,Common stocks,Small cap,903971104,"837,156",Analyze,Entertainment,,,,,,,,,
WOW,Wideopenwest,Communication Services,US Equity,Common stocks,Small cap,853809958,"532,680",Analyze,Entertainment,,,,,,,,,
RSVR,"Reservoir Media, Inc..",Communication Services,US Equity,Common stocks,Small cap,411992986,"52,153",Analyze,Entertainment,,,,,,,,,
MCS,The Marcus Corp,Communication Services,US Equity,Common stocks,Small cap,400117639,"147,565",Analyze,Entertainment,,,,,,,,,
HMTV,Hemisphere Media Group Inc Class A,Communication Services,US Equity,Common stocks,Micro cap,267856640,"2,443,659",Analyze,Entertainment,,,,,,,,,
HUYA,HUYA Inc. ADRs of Class A,Communication Services,US Equity,ADRs,Micro cap,239687264,"2,271,933",Analyze,Entertainment,,,,,,,,,
GNUS,Genius Brands International Inc.,Communication Services,US Equity,Common stocks,Micro cap,216959970,"1,247,882",Analyze,Entertainment,,,,,,,,,
RDBX,Redbox Entertainment Inc. - Class A,Communication Services,US Equity,Common stocks,Micro cap,172520000,"2,649,542",Analyze,Entertainment,,,,,,,,,
BZFD,"BuzzFeed, Inc. - Class A",Communication Services,US Equity,Common stocks,Micro cap,134206460,"91,481",Analyze,Entertainment,,,,,,,,,
RDI,Reading International Class A Non Voting,Communication Services,US Equity,Common stocks,Micro cap,95226408,"29,610",Analyze,Entertainment,,,,,,,,,
RDIB,Reading International Inc Class B,Consumer Discretionary,US Equity,Common stocks,Micro cap,95226408,"3,503",Analyze,Entertainment,,,,,,,,,
CIDM,Cinedigm Corp Class A,Communication Services,US Equity,Common stocks,Micro cap,81025051,"732,698",Analyze,Entertainment,,,,,,,,,
HOFV,Hall of Fame Resort & Entertainment Company,Consumer Discretionary,US Equity,Common stocks,Micro cap,72929982,"389,467",Analyze,Entertainment,,,,,,,,,
CURI,CuriosityStream Inc.  - Class A,Communication Services,US Equity,Common stocks,Micro cap,67063766,"126,358",Analyze,Entertainment,,,,,,,,,
ANGH,Anghami Inc.,Communication Services,US Equity,Common stocks,Micro cap,63453796,"26,060",Analyze,Entertainment,,,,,,,,,
LVO,"LiveOne, Inc.",Communication Services,US Equity,Common stocks,Micro cap,51508375,"225,233",Analyze,Entertainment,,,,,,,,,
AESE,"Allied Esports Entertainment, Inc.",Consumer Discretionary,US Equity,Common stocks,Micro cap,38303761,"61,836",Analyze,Entertainment,,,,,,,,,
ESGC,Eros STX Global Corporation A,Communication Services,US Equity,Common stocks,Micro cap,28260086,"139,303",Analyze,Entertainment,,,,,,,,,
DLPN,Dolphin Entertainment Inc.,Communication Services,US Equity,Common stocks,Micro cap,23342618,"19,241",Analyze,Entertainment,,,,,,,,,
KUKE,Kuke Music Holding Limited ADRs,Consumer Discretionary,US Equity,ADRs,Micro cap,14261369,"11,115",Analyze,Entertainment,,,,,,,,,
DE,Deere & Company,Industrials,US Equity,Common stocks,Large cap,1.32272E+11,"1,776,320",Analyze,Farm & Heavy Construction Machinery,,,,,,,,,
CAT,Caterpillar Inc,Industrials,US Equity,Common stocks,Large cap,1.18804E+11,"2,836,059",Analyze,Farm & Heavy Construction Machinery,,,,,,,,,
PCAR,Paccar Inc,Industrials,US Equity,Common stocks,Large cap,36053064500,"2,007,613",Analyze,Farm & Heavy Construction Machinery,,,,,,,,,
CNHI,CNH Industrial N.V.,Industrials,US Equity,Common stocks,Large cap,21740239546,"3,806,217",Analyze,Farm & Heavy Construction Machinery,,,,,,,,,
AGCO,AGCO Corp,Industrials,US Equity,Common stocks,Mid cap,9914830414,"542,422",Analyze,Farm & Heavy Construction Machinery,,,,,,,,,
OSK,Oshkosh Corp,Industrials,US Equity,Common stocks,Mid cap,5770348736,"354,135",Analyze,Farm & Heavy Construction Machinery,,,,,,,,,
TEX,Terex Corp,Industrials,US Equity,Common stocks,Mid cap,2991600000,"544,520",Analyze,Farm & Heavy Construction Machinery,,,,,,,,,
LNN,Lindsay Corp,Industrials,US Equity,Common stocks,Small cap,1870724566,"64,961",Analyze,Farm & Heavy Construction Machinery,,,,,,,,,
ALG,Alamo Group Inc,Industrials,US Equity,Common stocks,Small cap,1759752754,"43,310",Analyze,Farm & Heavy Construction Machinery,,,,,,,,,
WNC,Wabash National Corp,Industrials,US Equity,Common stocks,Small cap,1224493004,"503,692",Analyze,Farm & Heavy Construction Machinery,,,,,,,,,
ASTE,Astec Industries Inc,Industrials,US Equity,Common stocks,Small cap,980950672,"120,303",Analyze,Farm & Heavy Construction Machinery,,,,,,,,,
CMCO,Columbus Mckinnon Corp,Industrials,US Equity,Common stocks,Small cap,908422761,"134,102",Analyze,Farm & Heavy Construction Machinery,,,,,,,,,
TWI,Titan International Inc,Industrials,US Equity,Common stocks,Small cap,883586092,"298,230",Analyze,Farm & Heavy Construction Machinery,,,,,,,,,
SHYF,"The Shyft Group, Inc.",Industrials,US Equity,Common stocks,Small cap,851872671,"194,069",Analyze,Farm & Heavy Construction Machinery,,,,,,,,,
REVG,Rev Group Inc,Industrials,US Equity,Common stocks,Small cap,812732416,"146,173",Analyze,Farm & Heavy Construction Machinery,,,,,,,,,
LEV,The Lion Electric Company,Industrials,US Equity,Common stocks,Small cap,557004891,"913,259",Analyze,Farm & Heavy Construction Machinery,,,,,,,,,
HY,Hyster Yale Materials Handling Inc,Industrials,US Equity,Common stocks,Small cap,396115796,"38,607",Analyze,Farm & Heavy Construction Machinery,,,,,,,,,
MTW,Manitowoc Inc,Industrials,US Equity,Common stocks,Small cap,333549562,"188,454",Analyze,Farm & Heavy Construction Machinery,,,,,,,,,
GENC,Gencor Industries Inc,Industrials,US Equity,Common stocks,Micro cap,135727295,"12,619",Analyze,Farm & Heavy Construction Machinery,,,,,,,,,
HYFM,"Hydrofarm Holdings Group, Inc",Industrials,US Equity,Common stocks,Micro cap,109312438,"921,652",Analyze,Farm & Heavy Construction Machinery,,,,,,,,,
XOS,"Xos, Inc.",Industrials,US Equity,Common stocks,Micro cap,102349642,"599,434",Analyze,Farm & Heavy Construction Machinery,,,,,,,,,
MNTX,Manitex International Inc,Industrials,US Equity,Common stocks,Micro cap,98500094,"24,598",Analyze,Farm & Heavy Construction Machinery,,,,,,,,,
UGRO,urban-gro Inc,Industrials,US Equity,Common stocks,Micro cap,50617294,"36,706",Analyze,Farm & Heavy Construction Machinery,,,,,,,,,
ZEV,"Lightning eMotors, Inc",Industrials,US Equity,Common stocks,Micro cap,40669722,"1,952,826",Analyze,Farm & Heavy Construction Machinery,,,,,,,,,
ARTW,Arts Way Manufacturing Inc,Industrials,US Equity,Common stocks,Micro cap,9760194,"12,191",Analyze,Farm & Heavy Construction Machinery,,,,,,,,,
CEAD,CEA Industries Inc.,Industrials,US Equity,Common stocks,Micro cap,8351673,"183,388",Analyze,Farm & Heavy Construction Machinery,,,,,,,,,
ADM,Archer-Daniels-Midland Company,Consumer Staples,US Equity,Common stocks,Large cap,49907014523,"2,645,153",Analyze,Farm Products,,,,,,,,,
TSN,Tyson Foods Inc Class A,Consumer Staples,US Equity,Common stocks,Large cap,23070264500,"3,636,146",Analyze,Farm Products,,,,,,,,,
BG,Bunge Ltd,Consumer Staples,US Equity,Common stocks,Large cap,14301421562,"1,356,515",Analyze,Farm Products,,,,,,,,,
CALM,Cal Maine Foods Inc,Consumer Staples,US Equity,Common stocks,Mid cap,2607104719,"707,347",Analyze,Farm Products,,,,,,,,,
IBA,Industrias Bachoco ADRs,Consumer Staples,US Equity,ADRs,Mid cap,2475000000,"6,945",Analyze,Farm Products,,,,,,,,,
FDP,Fresh Del Monte Produce Inc,Consumer Staples,US Equity,Common stocks,Small cap,1296656437,"243,951",Analyze,Farm Products,,,,,,,,,
AVO,"Mission Produce, Inc.",Consumer Staples,US Equity,Common stocks,Small cap,1105894793,"114,187",Analyze,Farm Products,,,,,,,,,
DOLE,Dole plc,Consumer Staples,US Equity,Common stocks,Small cap,987676919,"405,098",Analyze,Farm Products,,,,,,,,,
AGRO,Adecoagro Sa,Consumer Staples,US Equity,Common stocks,Small cap,882828817,"623,601",Analyze,Farm Products,,,,,,,,,
VITL,"Vital Farms, Inc.",Consumer Staples,US Equity,Common stocks,Small cap,602831809,"154,944",Analyze,Farm Products,,,,,,,,,
BHIL,"Benson Hill, Inc.",Consumer Staples,US Equity,Common stocks,Small cap,547127260,"645,659",Analyze,Farm Products,,,,,,,,,
LND,Brasilagro Brazilian Agric Real Estate Co ADRs,Consumer Staples,US Equity,ADRs,Small cap,525705936,"63,654",Analyze,Farm Products,,,,,,,,,
CRESY,Cresud SACIF ADRs,Consumer Staples,US Equity,ADRs,Small cap,318280585,"93,757",Analyze,Farm Products,,,,,,,,,
LOCL,Local Bounti Corporation,Consumer Staples,US Equity,Common stocks,Micro cap,233270935,"235,096",Analyze,Farm Products,,,,,,,,,
LMNR,Limoneira,Consumer Staples,US Equity,Common stocks,Micro cap,228962439,"37,240",Analyze,Farm Products,,,,,,,,,
ALCO,Alico Inc,Consumer Staples,US Equity,Common stocks,Micro cap,199332111,"44,117",Analyze,Farm Products,,,,,,,,,
VFF,"Village Farms International, Inc.",Consumer Staples,US Equity,Common stocks,Micro cap,165352149,"877,171",Analyze,Farm Products,,,,,,,,,
AGFS,Agrofresh Solutions Inc,Materials,US Equity,Common stocks,Micro cap,156479360,"224,369",Analyze,Farm Products,,,,,,,,,
APPH,"AppHarvest, Inc.",Consumer Staples,US Equity,Common stocks,Micro cap,97415890,"2,528,524",Analyze,Farm Products,,,,,,,,,
PME,Pingtan Marine Enterprise Ltd.,Consumer Staples,US Equity,Common stocks,Micro cap,56987454,"40,205",Analyze,Farm Products,,,,,,,,,
SANW,S&W Seed,Consumer Staples,US Equity,Common stocks,Micro cap,51148134,"30,004",Analyze,Farm Products,,,,,,,,,
AQB,Aquabounty Technologies Inc,Health Care,US Equity,Common stocks,Micro cap,45589078,"265,314",Analyze,Farm Products,,,,,,,,,
AGRI,AgriFORCE  Growing Systems Ltd.,Consumer Staples,US Equity,Common stocks,Micro cap,19484859,"184,374",Analyze,Farm Products,,,,,,,,,
EDBL,Edible Garden AG Incorporated,Consumer Staples,US Equity,Common stocks,Micro cap,3096141,"283,660",Analyze,Farm Products,,,,,,,,,
SPGI,S&P Global Inc,Financials,US Equity,Common stocks,Large cap,1.17113E+11,"1,978,238",Analyze,Financial Data & Stock Exchanges,,,,,,,,,
CME,CME Group Inc Class A,Financials,US Equity,Common stocks,Large cap,64710926472,"2,442,958",Analyze,Financial Data & Stock Exchanges,,,,,,,,,
ICE,Intercontinental Exchange Inc,Financials,US Equity,Common stocks,Large cap,59061248828,"2,074,807",Analyze,Financial Data & Stock Exchanges,,,,,,,,,
MCO,Moodys Corp,Financials,US Equity,Common stocks,Large cap,53604320000,"812,066",Analyze,Financial Data & Stock Exchanges,,,,,,,,,
MSCI,MSCI Inc,Financials,US Equity,Common stocks,Large cap,39971087183,"380,433",Analyze,Financial Data & Stock Exchanges,,,,,,,,,
NDAQ,Nasdaq Inc,Financials,US Equity,Common stocks,Large cap,32920641037,"1,947,287",Analyze,Financial Data & Stock Exchanges,,,,,,,,,
FDS,Factset Research Systems Inc,Financials,US Equity,Common stocks,Large cap,17302305705,"235,382",Analyze,Financial Data & Stock Exchanges,,,,,,,,,
CBOE,"Cboe Global Markets, Inc.",Financials,US Equity,Common stocks,Large cap,13619890448,"869,529",Analyze,Financial Data & Stock Exchanges,,,,,,,,,
MORN,Morningstar Inc,Financials,US Equity,Common stocks,Mid cap,9979523261,"72,520",Analyze,Financial Data & Stock Exchanges,,,,,,,,,
VALU,Value Line Inc,Financials,US Equity,Common stocks,Small cap,522935814,"4,710",Analyze,Financial Data & Stock Exchanges,,,,,,,,,
SYY,Sysco Corp,Consumer Staples,US Equity,Common stocks,Large cap,42700231741,"1,958,345",Analyze,Food Distribution,,,,,,,,,
PFGC,Performance Food Group,Consumer Staples,US Equity,Common stocks,Mid cap,9355943273,"1,211,485",Analyze,Food Distribution,,,,,,,,,
USFD,US Foods Holding Corp,Consumer Staples,US Equity,Common stocks,Mid cap,7988115000,"1,708,908",Analyze,Food Distribution,,,,,,,,,
UNFI,United Natural Foods Inc,Consumer Staples,US Equity,Common stocks,Mid cap,2730369670,"499,430",Analyze,Food Distribution,,,,,,,,,
CHEF,Chefs Warehouse Inc,Consumer Staples,US Equity,Common stocks,Small cap,1450054354,"239,183",Analyze,Food Distribution,,,,,,,,,
ANDE,Andersons Inc,Consumer Staples,US Equity,Common stocks,Small cap,1188683389,"186,841",Analyze,Food Distribution,,,,,,,,,
SPTN,Spartannash,Consumer Staples,US Equity,Common stocks,Small cap,1164785684,"283,602",Analyze,Food Distribution,,,,,,,,,
WILC,"G. Willi-Food International,  Ltd.",Consumer Staples,US Equity,Common stocks,Small cap,716500000,"5,912",Analyze,Food Distribution,,,,,,,,,
HFFG,Hf Foods Group Inc.,Consumer Staples,US Equity,Common stocks,Micro cap,216998058,"27,258",Analyze,Food Distribution,,,,,,,,,
DIT,Amcon Distributing,Consumer Discretionary,US Equity,Common stocks,Micro cap,105039839,964,Analyze,Food Distribution,,,,,,,,,
ZEST,Ecoark Holdings Inc.,Energy,US Equity,Common stocks,Micro cap,13762830,"52,130",Analyze,Food Distribution,,,,,,,,,
NKE,Nike Inc Class B,Consumer Discretionary,US Equity,Common stocks,Large cap,1.68371E+11,"7,050,444",Analyze,Footwear & Accessories,,,,,,,,,
DECK,Deckers Outdoor Corp,Consumer Discretionary,US Equity,Common stocks,Mid cap,9960249339,"427,199",Analyze,Footwear & Accessories,,,,,,,,,
CROX,Crocs Inc,Consumer Discretionary,US Equity,Common stocks,Mid cap,5830574118,"2,018,756",Analyze,Footwear & Accessories,,,,,,,,,
SKX,Skechers USA Inc,Consumer Discretionary,US Equity,Common stocks,Mid cap,5763073500,"1,406,003",Analyze,Footwear & Accessories,,,,,,,,,
FL,Foot Locker Inc,Consumer Discretionary,US Equity,Common stocks,Mid cap,3589314322,"3,340,598",Analyze,Footwear & Accessories,,,,,,,,,
SHOO,Steven Madden Ltd,Consumer Discretionary,US Equity,Common stocks,Mid cap,2668288059,"729,965",Analyze,Footwear & Accessories,,,,,,,,,
CAL,Caleres Inc,Consumer Discretionary,US Equity,Common stocks,Small cap,842322558,"730,320",Analyze,Footwear & Accessories,,,,,,,,,
WWW,Wolverine World Wide Inc,Consumer Discretionary,US Equity,Common stocks,Small cap,813539925,"1,893,578",Analyze,Footwear & Accessories,,,,,,,,,
WEYS,Weyco Group Inc,Consumer Discretionary,US Equity,Common stocks,Micro cap,256912393,"17,249",Analyze,Footwear & Accessories,,,,,,,,,
RCKY,Rocky Brands Inc,Consumer Discretionary,US Equity,Common stocks,Micro cap,196274551,"26,707",Analyze,Footwear & Accessories,,,,,,,,,
VRA,Vera Bradley Inc,Consumer Discretionary,US Equity,Common stocks,Micro cap,125014639,"264,554",Analyze,Footwear & Accessories,,,,,,,,,
FORD,Forward Industries Inc,Consumer Discretionary,US Equity,Common stocks,Micro cap,12375258,"15,181",Analyze,Footwear & Accessories,,,,,,,,,
AREB,American Rebel Holdings Inc.,Consumer Discretionary,US Equity,Common stocks,Micro cap,1275379,"1,979,418",Analyze,Footwear & Accessories,,,,,,,,,
FBHS,Fortune Brands Home And Security,Industrials,US Equity,Common stocks,Mid cap,7798428188,"1,391,573",Analyze,"Furnishings, Fixtures, & Appliances",,,,,,,,,
WHR,Whirlpool Corp,Consumer Discretionary,US Equity,Common stocks,Mid cap,7728299298,"642,975",Analyze,"Furnishings, Fixtures, & Appliances",,,,,,,,,
MHK,Mohawk Industries Inc,Consumer Discretionary,US Equity,Common stocks,Mid cap,6102443774,"494,017",Analyze,"Furnishings, Fixtures, & Appliances",,,,,,,,,
TPX,Tempur Sealy International Inc,Consumer Discretionary,US Equity,Common stocks,Mid cap,5420203071,"1,528,565",Analyze,"Furnishings, Fixtures, & Appliances",,,,,,,,,
LEG,Leggett & Platt Inc,Consumer Discretionary,US Equity,Common stocks,Mid cap,4642860443,"654,938",Analyze,"Furnishings, Fixtures, & Appliances",,,,,,,,,
MLKN,"MillerKnoll, Inc.",Industrials,US Equity,Common stocks,Small cap,1466553392,"611,173",Analyze,"Furnishings, Fixtures, & Appliances",,,,,,,,,
LZB,La-Z-Boy Inc,Consumer Discretionary,US Equity,Common stocks,Small cap,1054676374,"350,616",Analyze,"Furnishings, Fixtures, & Appliances",,,,,,,,,
AMWD,American Woodmark Corp,Industrials,US Equity,Common stocks,Small cap,871981044,"112,378",Analyze,"Furnishings, Fixtures, & Appliances",,,,,,,,,
